"region","Total Confirmed","Total Recovered","Total Deaths","Total Active","New Confirmed","New Recovered","New Deaths","New Active"
"US_Virginia_Albemarle",49,0,0,49,3,0,0,3
"US_Virginia_Alexandria",235,0,1,234,37,0,0,37
"US_Virginia_Alleghany",4,0,0,4,0,0,0,0
"US_Virginia_Amelia",9,0,0,9,0,0,0,0
"US_Virginia_Amherst",10,0,0,10,0,0,0,0
"US_Virginia_Appomattox",7,0,0,7,0,0,0,0
"US_Virginia_Arlington",390,0,2,388,24,0,0,24
"US_Virginia_Augusta",17,0,0,17,0,0,0,0
"US_Virginia_Bath",0,0,0,0,0,0,0,0
"US_Virginia_Bedford",16,0,0,16,1,0,0,1
"US_Virginia_Bland",0,0,0,0,0,0,0,0
"US_Virginia_Botetourt",24,0,0,24,1,0,0,1
"US_Virginia_Bristol",1,0,0,1,0,0,0,0
"US_Virginia_Brunswick",3,0,0,3,0,0,0,0
"US_Virginia_Buchanan",2,0,0,2,0,0,0,0
"US_Virginia_Buckingham",16,0,0,16,2,0,0,2
"US_Virginia_Buena Vista",4,0,0,4,0,0,0,0
"US_Virginia_Campbell",10,0,0,10,1,0,0,1
"US_Virginia_Caroline",6,0,0,6,0,0,0,0
"US_Virginia_Carroll",3,0,0,3,0,0,0,0
"US_Virginia_Charles City",9,0,0,9,0,0,0,0
"US_Virginia_Charlotte",4,0,0,4,0,0,0,0
"US_Virginia_Charlottesville",33,0,1,32,2,0,0,2
"US_Virginia_Chesapeake",126,0,0,126,5,0,0,5
"US_Virginia_Chesterfield",211,0,0,211,2,0,0,2
"US_Virginia_Clarke",3,0,0,3,0,0,0,0
"US_Virginia_Colonial Heights",10,0,0,10,4,0,0,4
"US_Virginia_Covington",1,0,0,1,0,0,0,0
"US_Virginia_Craig",2,0,0,2,0,0,0,0
"US_Virginia_Culpeper",20,0,0,20,1,0,0,1
"US_Virginia_Cumberland",8,0,0,8,0,0,0,0
"US_Virginia_Danville",21,0,0,21,1,0,0,1
"US_Virginia_Dickenson",0,0,0,0,0,0,0,0
"US_Virginia_Dinwiddie",6,0,0,6,0,0,0,0
"US_Virginia_Emporia",7,0,0,7,0,0,0,0
"US_Virginia_Essex",0,0,0,0,0,0,0,0
"US_Virginia_Fairfax",1164,0,20,1144,156,0,0,156
"US_Virginia_Fairfax City",1,0,0,1,0,0,0,0
"US_Virginia_Falls Church",2,0,0,2,0,0,0,0
"US_Virginia_Fauquier",28,0,0,28,3,0,0,3
"US_Virginia_Floyd",1,0,0,1,0,0,0,0
"US_Virginia_Fluvanna",23,0,0,23,2,0,0,2
"US_Virginia_Franklin",14,0,0,14,0,0,0,0
"US_Virginia_Franklin City",7,0,0,7,1,0,0,1
"US_Virginia_Frederick",66,0,0,66,1,0,0,1
"US_Virginia_Fredericksburg",13,0,0,13,1,0,0,1
"US_Virginia_Galax",1,0,0,1,0,0,0,0
"US_Virginia_Giles",4,0,0,4,1,0,0,1
"US_Virginia_Gloucester",20,0,0,20,0,0,0,0
"US_Virginia_Goochland",38,0,0,38,6,0,0,6
"US_Virginia_Grayson",0,0,0,0,0,0,0,0
"US_Virginia_Greene",5,0,0,5,1,0,0,1
"US_Virginia_Greensville",10,0,0,10,2,0,0,2
"US_Virginia_Halifax",7,0,0,7,0,0,0,0
"US_Virginia_Hampton",72,0,1,71,7,0,0,7
"US_Virginia_Hanover",39,0,0,39,1,0,0,1
"US_Virginia_Harrisonburg",87,0,0,87,6,0,0,6
"US_Virginia_Henrico",397,0,42,355,18,0,0,18
"US_Virginia_Henry",8,0,0,8,0,0,0,0
"US_Virginia_Highland",0,0,0,0,0,0,0,0
"US_Virginia_Hopewell",14,0,0,14,0,0,0,0
"US_Virginia_Isle of Wight",33,0,0,33,2,0,0,2
"US_Virginia_James City",126,0,2,124,0,0,0,0
"US_Virginia_King and Queen",2,0,0,2,0,0,0,0
"US_Virginia_King George",14,0,0,14,0,0,0,0
"US_Virginia_King William",2,0,0,2,0,0,0,0
"US_Virginia_Lancaster",1,0,0,1,0,0,0,0
"US_Virginia_Lee",7,0,0,7,1,0,0,1
"US_Virginia_Lexington",3,0,0,3,0,0,0,0
"US_Virginia_Loudoun",324,0,5,319,15,0,0,15
"US_Virginia_Louisa",27,0,0,27,2,0,0,2
"US_Virginia_Lunenburg",4,0,0,4,1,0,0,1
"US_Virginia_Lynchburg",33,0,0,33,2,0,0,2
"US_Virginia_Madison",6,0,0,6,0,0,0,0
"US_Virginia_Manassas",41,0,0,41,7,0,0,7
"US_Virginia_Manassas Park",10,0,0,10,0,0,0,0
"US_Virginia_Martinsville",0,0,0,0,0,0,0,0
"US_Virginia_Mathews",3,0,0,3,1,0,0,1
"US_Virginia_Mecklenburg",57,0,0,57,2,0,0,2
"US_Virginia_Middlesex",3,0,0,3,0,0,0,0
"US_Virginia_Montgomery",32,0,0,32,0,0,0,0
"US_Virginia_Nelson",5,0,0,5,0,0,0,0
"US_Virginia_New Kent",13,0,0,13,1,0,0,1
"US_Virginia_Newport News",88,0,1,87,10,0,0,10
"US_Virginia_Norfolk",99,0,0,99,9,0,0,9
"US_Virginia_Northampton",4,0,0,4,0,0,0,0
"US_Virginia_Northumberland",4,0,0,4,0,0,0,0
"US_Virginia_Norton",0,0,0,0,0,0,0,0
"US_Virginia_Nottoway",5,0,0,5,0,0,0,0
"US_Virginia_Orange",14,0,0,14,1,0,0,1
"US_Virginia_Page",6,0,0,6,0,0,0,0
"US_Virginia_Patrick",0,0,0,0,0,0,0,0
"US_Virginia_Petersburg",19,0,0,19,2,0,0,2
"US_Virginia_Pittsylvania",4,0,0,4,0,0,0,0
"US_Virginia_Poquoson",6,0,0,6,0,0,0,0
"US_Virginia_Portsmouth",54,0,0,54,3,0,0,3
"US_Virginia_Powhatan",5,0,0,5,0,0,0,0
"US_Virginia_Prince Edward",13,0,0,13,4,0,0,4
"US_Virginia_Prince George",27,0,0,27,1,0,0,1
"US_Virginia_Prince William",434,0,1,433,45,0,0,45
"US_Virginia_Pulaski",4,0,0,4,0,0,0,0
"US_Virginia_Radford",1,0,0,1,0,0,0,0
"US_Virginia_Rappahannock",1,0,0,1,0,0,0,0
"US_Virginia_Richmond",5,0,0,5,0,0,0,0
"US_Virginia_Richmond City",167,0,0,167,13,0,0,13
"US_Virginia_Roanoke",18,0,0,18,4,0,0,4
"US_Virginia_Roanoke City",21,0,0,21,1,0,0,1
"US_Virginia_Rockbridge",3,0,0,3,0,0,0,0
"US_Virginia_Rockingham",49,0,0,49,6,0,0,6
"US_Virginia_Russell",1,0,0,1,0,0,0,0
"US_Virginia_Salem",1,0,0,1,0,0,0,0
"US_Virginia_Scott",3,0,0,3,0,0,0,0
"US_Virginia_Shenandoah",17,0,0,17,0,0,0,0
"US_Virginia_Smyth",11,0,0,11,2,0,0,2
"US_Virginia_Southampton",5,0,0,5,0,0,0,0
"US_Virginia_Spotsylvania",51,0,0,51,1,0,0,1
"US_Virginia_Stafford",87,0,0,87,15,0,0,15
"US_Virginia_Staunton",2,0,0,2,1,0,0,1
"US_Virginia_Suffolk",51,0,0,51,3,0,0,3
"US_Virginia_Surry",3,0,0,3,0,0,0,0
"US_Virginia_Sussex",8,0,0,8,0,0,0,0
"US_Virginia_Tazewell",4,0,0,4,0,0,0,0
"US_Virginia_Unassigned",0,0,70,-70,0,0,8,-8
"US_Virginia_Virginia Beach",251,0,1,250,8,0,0,8
"US_Virginia_Warren",17,0,0,17,2,0,0,2
"US_Virginia_Washington",28,0,0,28,4,0,0,4
"US_Virginia_Waynesboro",6,0,0,6,1,0,0,1
"US_Virginia_Westmoreland",8,0,0,8,0,0,0,0
"US_Virginia_Williamsburg",20,0,1,19,3,0,0,3
"US_Virginia_Winchester",20,0,0,20,1,0,0,1
"US_Virginia_Wise",13,0,0,13,5,0,0,5
"US_Virginia_Wythe",7,0,0,7,0,0,0,0
"US_Virginia_York",33,0,1,32,4,0,0,4
"US_Washington_Adams",37,0,0,37,1,0,0,1
"US_Washington_Asotin",5,0,0,5,0,0,0,0
"US_Washington_Benton",259,0,27,232,10,0,2,8
"US_Washington_Chelan",55,0,5,50,0,0,0,0
"US_Washington_Clallam",12,0,0,12,0,0,0,0
"US_Washington_Clark",239,0,15,224,19,0,1,18
"US_Washington_Columbia",1,0,0,1,0,0,0,0
"US_Washington_Cowlitz",25,0,0,25,2,0,0,2
"US_Washington_Douglas",18,0,0,18,2,0,0,2
"US_Washington_Ferry",1,0,0,1,0,0,0,0
"US_Washington_Franklin",122,0,2,120,10,0,0,10
"US_Washington_Grant",120,0,2,118,6,0,0,6
"US_Washington_Grays Harbor",11,0,0,11,0,0,0,0
"US_Washington_Island",158,0,7,151,0,0,0,0
"US_Washington_Jefferson",28,0,0,28,0,0,0,0
"US_Washington_King",4426,0,292,4134,0,0,0,0
"US_Washington_Kitsap",132,0,1,131,0,0,0,0
"US_Washington_Kittitas",14,0,0,14,1,0,-1,2
"US_Washington_Klickitat",14,0,1,13,0,0,0,0
"US_Washington_Lewis",17,0,2,15,0,0,0,0
"US_Washington_Lincoln",2,0,0,2,0,0,0,0
"US_Washington_Mason",19,0,0,19,0,0,0,0
"US_Washington_Okanogan",15,0,0,15,0,0,0,0
"US_Washington_Pacific",1,0,0,1,0,0,0,0
"US_Washington_Pend Oreille",1,0,0,1,0,0,0,0
"US_Washington_Pierce",969,0,20,949,38,0,0,38
"US_Washington_San Juan",13,0,0,13,0,0,0,0
"US_Washington_Skagit",191,0,6,185,4,0,0,4
"US_Washington_Skamania",3,0,0,3,0,0,0,0
"US_Washington_Snohomish",1907,0,73,1834,40,0,4,36
"US_Washington_Spokane",276,0,15,261,2,0,1,1
"US_Washington_Stevens",7,0,0,7,0,0,0,0
"US_Washington_Thurston",81,0,1,80,0,0,0,0
"US_Washington_Unassigned",619,0,0,619,-113,0,0,-113
"US_Washington_Wahkiakum",2,0,0,2,0,0,0,0
"US_Washington_Walla Walla",21,0,0,21,0,0,0,0
"US_Washington_Whatcom",264,0,23,241,1,0,0,1
"US_Washington_Whitman",12,0,0,12,0,0,0,0
"US_Washington_Yakima",538,0,21,517,3,0,0,3
"US_West Virginia_Barbour",4,0,0,4,0,0,0,0
"US_West Virginia_Berkeley",92,0,0,92,0,0,0,0
"US_West Virginia_Boone",1,0,0,1,0,0,0,0
"US_West Virginia_Braxton",1,0,0,1,0,0,0,0
"US_West Virginia_Brooke",3,0,0,3,0,0,0,0
"US_West Virginia_Cabell",23,0,0,23,1,0,0,1
"US_West Virginia_Fayette",2,0,0,2,0,0,0,0
"US_West Virginia_Greenbrier",3,0,0,3,0,0,0,0
"US_West Virginia_Hampshire",4,0,0,4,0,0,0,0
"US_West Virginia_Hancock",7,0,0,7,0,0,0,0
"US_West Virginia_Hardy",2,0,0,2,0,0,0,0
"US_West Virginia_Harrison",28,0,1,27,0,0,0,0
"US_West Virginia_Jackson",27,0,1,26,4,0,0,4
"US_West Virginia_Jefferson",49,0,0,49,0,0,0,0
"US_West Virginia_Kanawha",86,0,0,86,3,0,0,3
"US_West Virginia_Lewis",2,0,0,2,0,0,0,0
"US_West Virginia_Logan",8,0,1,7,0,0,1,-1
"US_West Virginia_Marion",34,0,1,33,2,0,0,2
"US_West Virginia_Marshall",6,0,0,6,0,0,0,0
"US_West Virginia_Mason",8,0,0,8,0,0,0,0
"US_West Virginia_McDowell",5,0,0,5,0,0,0,0
"US_West Virginia_Mercer",8,0,0,8,0,0,0,0
"US_West Virginia_Mineral",4,0,0,4,0,0,0,0
"US_West Virginia_Monongalia",83,0,2,81,2,0,1,1
"US_West Virginia_Monroe",1,0,0,1,0,0,0,0
"US_West Virginia_Morgan",6,0,0,6,0,0,0,0
"US_West Virginia_Nicholas",2,0,0,2,0,0,0,0
"US_West Virginia_Ohio",25,0,0,25,4,0,0,4
"US_West Virginia_Pendleton",1,0,0,1,0,0,0,0
"US_West Virginia_Pleasants",1,0,0,1,0,0,0,0
"US_West Virginia_Preston",6,0,0,6,0,0,0,0
"US_West Virginia_Putnam",11,0,0,11,0,0,0,0
"US_West Virginia_Raleigh",5,0,0,5,0,0,0,0
"US_West Virginia_Randolph",4,0,0,4,0,0,0,0
"US_West Virginia_Roane",2,0,0,2,0,0,0,0
"US_West Virginia_Summers",1,0,0,1,0,0,0,0
"US_West Virginia_Taylor",3,0,0,3,0,0,0,0
"US_West Virginia_Tucker",4,0,0,4,0,0,0,0
"US_West Virginia_Tyler",3,0,0,3,0,0,0,0
"US_West Virginia_Unassigned",0,0,2,-2,0,0,0,0
"US_West Virginia_Upshur",3,0,0,3,0,0,0,0
"US_West Virginia_Wayne",17,0,0,17,0,0,0,0
"US_West Virginia_Wetzel",3,0,0,3,0,0,0,0
"US_West Virginia_Wirt",2,0,0,2,0,0,0,0
"US_West Virginia_Wood",18,0,0,18,0,0,0,0
"US_West Virginia_Wyoming",1,0,0,1,0,0,0,0
"US_Wisconsin_Adams",3,0,0,3,1,0,0,1
"US_Wisconsin_Ashland",2,0,0,2,0,0,0,0
"US_Wisconsin_Barron",6,0,0,6,0,0,0,0
"US_Wisconsin_Bayfield",3,0,0,3,0,0,0,0
"US_Wisconsin_Brown",77,0,1,76,9,0,0,9
"US_Wisconsin_Buffalo",3,0,1,2,0,0,0,0
"US_Wisconsin_Calumet",5,0,0,5,1,0,0,1
"US_Wisconsin_Chippewa",20,0,0,20,0,0,0,0
"US_Wisconsin_Clark",8,0,0,8,0,0,0,0
"US_Wisconsin_Columbia",25,0,1,24,1,0,0,1
"US_Wisconsin_Crawford",3,0,0,3,0,0,0,0
"US_Wisconsin_Dane",340,0,12,328,6,0,0,6
"US_Wisconsin_Dodge",19,0,0,19,0,0,0,0
"US_Wisconsin_Door",9,0,0,9,0,0,0,0
"US_Wisconsin_Douglas",7,0,0,7,0,0,0,0
"US_Wisconsin_Dunn",9,0,0,9,0,0,0,0
"US_Wisconsin_Eau Claire",21,0,0,21,0,0,0,0
"US_Wisconsin_Florence",2,0,0,2,0,0,0,0
"US_Wisconsin_Fond du Lac",57,0,2,55,3,0,0,3
"US_Wisconsin_Grant",6,0,1,5,0,0,0,0
"US_Wisconsin_Green",9,0,0,9,0,0,0,0
"US_Wisconsin_Iowa",5,0,0,5,0,0,0,0
"US_Wisconsin_Iron",2,0,1,1,0,0,0,0
"US_Wisconsin_Jackson",10,0,1,9,0,0,1,-1
"US_Wisconsin_Jefferson",24,0,0,24,1,0,0,1
"US_Wisconsin_Juneau",7,0,1,6,1,0,1,0
"US_Wisconsin_Kenosha",182,0,4,178,9,0,2,7
"US_Wisconsin_Kewaunee",4,0,0,4,1,0,0,1
"US_Wisconsin_La Crosse",25,0,0,25,0,0,0,0
"US_Wisconsin_Lafayette",3,0,0,3,0,0,0,0
"US_Wisconsin_Manitowoc",3,0,0,3,0,0,0,0
"US_Wisconsin_Marathon",14,0,1,13,1,0,0,1
"US_Wisconsin_Marinette",3,0,0,3,0,0,0,0
"US_Wisconsin_Marquette",2,0,0,2,0,0,0,0
"US_Wisconsin_Menominee",1,0,0,1,0,0,0,0
"US_Wisconsin_Milwaukee",1743,0,94,1649,33,0,6,27
"US_Wisconsin_Monroe",8,0,0,8,0,0,0,0
"US_Wisconsin_Oconto",3,0,0,3,0,0,0,0
"US_Wisconsin_Oneida",6,0,0,6,0,0,0,0
"US_Wisconsin_Outagamie",29,0,2,27,0,0,0,0
"US_Wisconsin_Ozaukee",72,0,9,63,0,0,0,0
"US_Wisconsin_Pepin",0,0,0,0,0,0,0,0
"US_Wisconsin_Pierce",7,0,0,7,0,0,0,0
"US_Wisconsin_Polk",3,0,0,3,0,0,0,0
"US_Wisconsin_Portage",4,0,0,4,0,0,0,0
"US_Wisconsin_Price",1,0,0,1,0,0,0,0
"US_Wisconsin_Racine",117,0,4,113,0,0,1,-1
"US_Wisconsin_Richland",5,0,0,5,0,0,0,0
"US_Wisconsin_Rock",60,0,3,57,4,0,-1,5
"US_Wisconsin_Rusk",3,0,0,3,0,0,0,0
"US_Wisconsin_Sauk",26,0,2,24,0,0,0,0
"US_Wisconsin_Sawyer",1,0,0,1,0,0,0,0
"US_Wisconsin_Shawano",5,0,0,5,0,0,0,0
"US_Wisconsin_Sheboygan",36,0,2,34,2,0,0,2
"US_Wisconsin_St. Croix",10,0,0,10,1,0,0,1
"US_Wisconsin_Trempealeau",1,0,0,1,0,0,0,0
"US_Wisconsin_Unassigned",0,0,0,0,0,0,0,0
"US_Wisconsin_Vilas",4,0,0,4,0,0,0,0
"US_Wisconsin_Walworth",38,0,0,38,1,0,0,1
"US_Wisconsin_Washington",73,0,3,70,2,0,0,2
"US_Wisconsin_Waukesha",218,0,7,211,9,0,0,9
"US_Wisconsin_Waupaca",4,0,1,3,0,0,0,0
"US_Wisconsin_Waushara",2,0,0,2,0,0,0,0
"US_Wisconsin_Winnebago",27,0,1,26,0,0,0,0
"US_Wisconsin_Wood",2,0,0,2,0,0,0,0
"US_Wyoming_Albany",5,0,0,5,0,0,0,0
"US_Wyoming_Big Horn",1,0,0,1,0,0,0,0
"US_Wyoming_Campbell",11,0,0,11,0,0,0,0
"US_Wyoming_Carbon",4,0,0,4,0,0,0,0
"US_Wyoming_Converse",8,0,0,8,0,0,0,0
"US_Wyoming_Crook",3,0,0,3,0,0,0,0
"US_Wyoming_Fremont",41,0,0,41,1,0,0,1
"US_Wyoming_Goshen",3,0,0,3,0,0,0,0
"US_Wyoming_Hot Springs",1,0,0,1,0,0,0,0
"US_Wyoming_Johnson",11,0,1,10,0,0,1,-1
"US_Wyoming_Laramie",60,0,0,60,2,0,0,2
"US_Wyoming_Lincoln",5,0,0,5,0,0,0,0
"US_Wyoming_Natrona",33,0,0,33,0,0,0,0
"US_Wyoming_Niobrara",1,0,0,1,0,0,0,0
"US_Wyoming_Park",1,0,0,1,0,0,0,0
"US_Wyoming_Platte",0,0,0,0,0,0,0,0
"US_Wyoming_Sheridan",12,0,0,12,0,0,0,0
"US_Wyoming_Sublette",1,0,0,1,0,0,0,0
"US_Wyoming_Sweetwater",9,0,0,9,2,0,0,2
"US_Wyoming_Teton",56,0,0,56,0,0,0,0
"US_Wyoming_Uinta",4,0,0,4,0,0,0,0
"US_Wyoming_Unassigned",0,0,0,0,0,0,0,0
"US_Wyoming_Washakie",5,0,0,5,0,0,0,0
"Uzbekistan",998,85,4,909,133,19,0,114
"Venezuela",189,110,9,70,8,17,0,-9
"Vietnam",265,146,0,119,3,2,0,1
"West Bank and Gaza",308,58,2,248,18,0,0,18
"Western Sahara",6,0,0,6,0,0,0,0
"Yemen",1,0,0,1,0,0,0,0
"Zambia",45,30,2,13,2,0,0,2
"Zimbabwe",17,0,3,14,3,0,0,3
"Australia",6351,1806,61,4484,36,0,1,35
"Canada",25680,7758,780,17142,1381,635,67,679
"China",74407,69459,3268,1680,78,81,2,-5
"Denmark",195,168,0,27,0,0,0,0
"France",1096,283,19,794,17,0,0,17
"Netherlands",159,45,10,104,0,0,0,0
"United Kingdom",949,304,18,627,22,22,1,-1
"US",580216,43482,23521,615213,24907,10494,1506,114907
"World",1908111,440075,119398,1450638,70240,26931,5390,139919
